title,release_date,release_year,revenue,genres
The Rose,1979-11-07,1979,29174648,"['Drama', 'Music', 'Romance']"
Echelon Conspiracy,2009-02-27,2009,2186782,"['Action', 'Thriller']"
Dark Secrets: Inside Bohemian Grove,2000-10-01,2000,0,['Documentary']
Johnny Got His Gun,1971-08-04,1971,0,"['War', 'Drama']"
The Jack Bull,1999-04-17,1999,0,"['TV Movie', 'Action', 'Drama', 'Western']"
Walled In,2009-02-20,2009,0,"['Horror', 'Thriller']"
The Texas Chainsaw Massacre 2,1986-08-22,1986,8025872,['Horror']
Barney: Let's Go To The Farm,2005-03-01,2005,0,['Family']
Rugrats in Paris: The Movie,2000-09-14,2000,103,"['Adventure', 'Animation', 'Comedy', 'Family']"
Barney: Let's Go To The Fair,2006-09-05,2006,0,['Family']
Center Stage : Turn It Up,2008-10-30,2008,0,"['Drama', 'Family']"
Auntie Mame,1958-12-27,1958,0,"['Comedy', 'Drama']"
Eulogy,2004-10-15,2004,0,"['Comedy', 'Drama']"
The Best Little Whorehouse in Texas,1982-07-23,1982,69701637,['Comedy']
Robotech: The Shadow Chronicles,2006-08-25,2006,0,"['Action', 'Adventure', 'Animation', 'Science Fiction']"
Futuresport,1998-01-09,1998,0,"['Action', 'Science Fiction']"
Joseph: King of Dreams,2000-11-07,2000,0,"['Music', 'Family', 'Animation']"
Kinky Boots,2005-08-30,2005,9950133,"['Comedy', 'Drama', 'Music']"
Aspen Extreme,1993-01-22,1993,8041049,['Drama']
The Uninvited,1944-02-18,1944,0,"['Drama', 'Fantasy', 'Horror', 'Mystery']"
Sometimes in April,2005-02-17,2005,0,"['Drama', 'History', 'War']"
Schizopolis,1996-09-13,1996,0,['Comedy']
The Mod Squad,1999-03-26,1999,13260050,"['Action', 'Mystery', 'Thriller']"
When Worlds Collide,1951-08-01,1951,0,['Science Fiction']
My Blue Heaven,1990-08-17,1990,0,"['Action', 'Comedy']"
Pride,2007-03-23,2007,0,"['Drama', 'Family']"
The Brothers McMullen,1995-08-09,1995,0,"['Comedy', 'Drama', 'Romance']"
Scooby-Doo! and the Samurai Sword,2009-01-01,2009,0,"['Mystery', 'Animation', 'Comedy', 'Family', 'Action', 'Fantasy']"
Redline,2007-04-13,2007,8,"['Action', 'Drama', 'Thriller']"
Winnie the Pooh: Springtime with Roo,2004-03-09,2004,0,"['Animation', 'Family']"
Dragonquest,2009-03-31,2009,0,"['Fantasy', 'Action', 'Adventure']"
Dick,1999-08-04,1999,27500000,['Comedy']
Last Chance Harvey,2008-12-25,2008,14879423,"['Drama', 'Comedy', 'Romance']"
Chasing Christmas,2005-12-04,2005,0,"['Comedy', 'Family']"
Barbie Presents: Thumbelina,2009-02-24,2009,0,"['Animation', 'Family']"
The Caller,2008-09-26,2008,0,"['Drama', 'Thriller']"
Assassination Tango,2002-09-11,2002,0,"['Drama', 'Romance', 'Thriller']"
Breakin' All the Rules,2004-05-14,2004,0,"['Comedy', 'Romance']"
Dandelion,2004-01-01,2004,0,"['Drama', 'Romance']"
Speaking of Sex,2001-10-18,2001,0,"['Comedy', 'Romance']"
Cyborg 2,1993-11-24,1993,0,"['Action', 'Adventure', 'Science Fiction']"
Tales of the Black Freighter,2009-03-24,2009,0,"['Animation', 'Horror', 'Action']"
The Beastmaster,1982-08-20,1982,14056528,"['Action', 'Fantasy']"
Sergeant York,1941-07-02,1941,16361885,"['Action', 'Drama', 'History', 'War']"
The Woods Have Eyes,2007-10-16,2007,0,['Thriller']
Waiting for Guffman,1996-01-31,1996,0,"['Comedy', 'Music']"
Hero Wanted,2008-03-28,2008,10,"['Action', 'Adventure', 'Crime', 'Drama', 'Thriller']"
Zach Galifianakis: Live at the Purple Onion,2007-03-06,2007,0,['Comedy']
Zach Galifianakis: Look Who It Isn't,2005-01-06,2005,0,['Comedy']
The Crow IV: Wicked Prayer,2005-05-13,2005,0,"['Action', 'Horror', 'Thriller']"
Garfield Gets Real,2007-09-30,2007,0,"['Family', 'Animation', 'Comedy']"
The Spirit of Christmas,1995-01-01,1995,0,"['Animation', 'Comedy']"
Doug's 1st Movie,1999-03-26,1999,0,"['Animation', 'Family', 'Comedy']"
The Deal,2008-11-20,2008,0,"['Comedy', 'Drama', 'Romance']"
To Hell and Back,1955-09-22,1955,0,"['Action', 'Romance', 'Drama', 'History', 'War']"
Captains Courageous,1937-06-25,1937,0,"['Adventure', 'Drama', 'Family']"
The King and I,1956-06-29,1956,21300000,"['Drama', 'Romance', 'Adventure']"
Where the Wild Things Are,2009-10-16,2009,100086793,"['Family', 'Fantasy']"
A Time to Revenge,1997-01-01,1997,0,"['Action', 'Western']"
Storytelling,2001-11-08,2001,0,"['Comedy', 'Drama']"
Rhinestone,1984-06-22,1984,21435321,['Comedy']
Little Manhattan,2005-09-30,2005,1117920,['Comedy']
Daddy's Little Girls,2007-02-14,2007,31609243,"['Comedy', 'Drama', 'Romance']"
Duplicity,2009-03-19,2009,60000000,"['Romance', 'Comedy', 'Crime']"
The Picture of Dorian Gray,1945-03-01,1945,0,"['Fantasy', 'Drama', 'Horror', 'Thriller']"
Tap,1989-02-12,1989,9114702,"['Action', 'Drama']"
The Sunshine Boys,1975-11-06,1975,0,['Comedy']
The Cutting Edge,1992-03-27,1992,25105517,"['Comedy', 'Drama', 'Romance']"
Seven Brides for Seven Brothers,1954-07-22,1954,5000000,"['Comedy', 'Drama', 'Western', 'Music']"
Astro Boy,2009-10-15,2009,19551067,"['Animation', 'Action', 'Family', 'Science Fiction']"
Blackout,2008-05-28,2008,0,"['Horror', 'Thriller']"
Carmencita,1894-03-14,1894,0,['Documentary']
Adventureland,2009-04-03,2009,17164377,['Comedy']
Mindhunters,2004-05-07,2004,21148829,"['Mystery', 'Thriller', 'Crime']"
Hans Christian Andersen,1952-12-19,1952,0,"['History', 'Music', 'Romance', 'Family']"
Ordinary People,1980-09-19,1980,0,['Drama']
La Bamba,1987-07-24,1987,54215416,"['Drama', 'Music']"
Blacksmith Scene,1893-05-08,1893,0,['Drama']
Somewhere in Time,1980-10-02,1980,0,"['Science Fiction', 'Drama', 'Fantasy', 'Romance']"
Alien Trespass,2009-04-03,2009,0,"['Action', 'Adventure', 'Comedy', 'Science Fiction']"
Spellbound,2002-11-13,2002,0,['Documentary']
El Cid,1961-10-24,1961,0,"['Action', 'Drama', 'History', 'Romance', 'War']"
Days of Heaven,1978-09-13,1978,0,"['Drama', 'Romance']"
Life or Something Like It,2002-04-26,2002,16872671,"['Comedy', 'Drama', 'Romance']"
The Best Two Years,2003-10-10,2003,1163450,"['Comedy', 'Drama']"
No Alibi,2000-03-24,2000,0,"['Crime', 'Drama', 'Mystery', 'Thriller']"
Return to Never Land,2002-02-14,2002,109862682,"['Adventure', 'Fantasy', 'Animation', 'Family']"
Smother,2008-09-26,2008,0,"['Comedy', 'Romance']"
Bonneville,2006-09-11,2006,0,"['Comedy', 'Drama']"
This Gun for Hire,1942-05-13,1942,0,"['Crime', 'Drama', 'Mystery', 'Thriller']"
Meet the Browns,2008-03-21,2008,41939392,"['Comedy', 'Drama', 'Romance']"
A Christmas Carol,1999-12-05,1999,0,"['Drama', 'Fantasy']"
The Telling,2009-04-14,2009,0,"['Horror', 'Thriller']"
Sugar & Spice,2001-01-24,2001,13276953,"['Crime', 'Comedy']"
The Namesake,2006-09-02,2006,20138836,['Drama']
Joy Ride 2: Dead Ahead,2008-10-07,2008,0,"['Crime', 'Thriller']"
The Toolbox Murders,2004-11-12,2004,0,"['Mystery', 'Horror', 'Thriller']"
Bukowski - Born into This,2003-01-18,2003,0,['Documentary']
An Evening with Kevin Smith 2: Evening Harder,2006-11-28,2006,0,"['Comedy', 'Documentary']"
Coal Miner's Daughter,1980-03-07,1980,67182787,"['Drama', 'Music']"
Barcelona,1994-07-29,1994,0,"['Comedy', 'Drama', 'Romance']"
Hellboy Animated: Sword of Storms,2006-10-28,2006,0,"['TV Movie', 'Fantasy', 'Animation', 'Action', 'Thriller', 'Science Fiction']"
The Texas Chainsaw Massacre: The Next Generation,1994-01-01,1994,185898,"['Comedy', 'Horror', 'Thriller']"
Madea's Family Reunion,2006-02-24,2006,57231524,"['Drama', 'Comedy', 'Romance']"
National Lampoon Presents Electric Apricot: Quest for Festeroo,2007-11-09,2007,0,['Comedy']
Welcome to Mooseport,2004-02-24,2004,14000000,['Comedy']
Crazy People,1990-04-13,1990,0,"['Comedy', 'Romance']"
F/X2,1991-04-16,1991,0,"['Adventure', 'Action', 'Comedy', 'Thriller']"
Planet 51,2009-11-19,2009,104945765,"['Science Fiction', 'Family', 'Comedy', 'Adventure']"
Gardens of the Night,2008-11-21,2008,0,"['Crime', 'Drama']"
Inglourious Basterds,2009-08-18,2009,319131050,"['Drama', 'Action', 'Thriller', 'War']"
Drag Me to Hell,2009-03-15,2009,90810892,"['Horror', 'Thriller']"
Battle for Terra,2007-09-06,2007,6101046,"['Action', 'Adventure', 'Animation', 'Science Fiction']"
Bang Bang You're Dead,2002-06-07,2002,0,"['Drama', 'Thriller']"
The Ladies Man,2000-10-13,2000,13700000,['Comedy']
Revenge of the Nerds II: Nerds in Paradise,1987-07-10,1987,22642033,['Comedy']
The Guitar,2008-11-07,2008,0,"['Romance', 'Drama', 'Music']"
Truth In 24,2008-11-06,2008,0,['Documentary']
Truman,1995-09-09,1995,0,['Drama']
The Private Lives of Elizabeth and Essex,1939-11-11,1939,0,"['Drama', 'Romance']"
Journey to the Center of the Earth,2008-01-27,2008,0,"['Family', 'Action', 'Adventure', 'Science Fiction']"
Into the Blue 2: The Reef,2009-04-21,2009,0,['Action']
They Drive by Night,1940-07-27,1940,0,"['Crime', 'Drama', 'Thriller']"
The Asphalt Jungle,1950-05-22,1950,0,"['Action', 'Crime', 'Drama', 'Thriller']"
Barbie Fairytopia: Magic of the Rainbow,2007-01-01,2007,0,"['Animation', 'Family', 'Fantasy', 'Romance']"
How She Move,2008-01-25,2008,0,['Drama']
Observe and Report,2009-04-10,2009,24007324,"['Comedy', 'Crime', 'Drama']"
Fat City,1972-07-26,1972,0,['Drama']
State of Play,2009-04-17,2009,87784194,['Thriller']
17 Again,2009-03-11,2009,136267476,['Comedy']
The Man Who Came Back,2008-02-08,2008,0,"['Action', 'Drama', 'Western']"
Sugar,2009-04-03,2009,0,['Drama']
Ba'al,2008-09-13,2008,0,"['Drama', 'Fantasy', 'Horror', 'Science Fiction', 'Thriller']"
I'm Gonna Git You Sucka,1988-11-10,1988,0,"['Action', 'Comedy']"
Call Me Claus,2001-12-02,2001,0,"['TV Movie', 'Family']"
Jetsons: The Movie,1990-06-06,1990,0,"['Animation', 'Comedy', 'Family', 'Science Fiction']"
Adam & Steve,2005-04-24,2005,0,"['Comedy', 'Romance']"
Look,2007-10-05,2007,16136,['Drama']
Agent Cody Banks 2: Destination London,2004-03-12,2004,28818995,"['Comedy', 'Action', 'Adventure', 'Family']"
In a Lonely Place,1950-05-17,1950,0,"['Drama', 'Mystery', 'Thriller']"
Scarlet Street,1945-12-28,1945,2948386,['Drama']
American Swing,2008-01-01,2008,0,['Documentary']
The Batman Superman Movie: World's Finest,1998-08-18,1998,0,"['Action', 'Animation']"
Owl and the Sparrow,2007-02-01,2007,0,['Drama']
Final Approach,2008-05-24,2008,0,['Thriller']
The Reality of Bob Burnquist,2005-11-15,2005,0,"['Action', 'Adventure', 'Comedy', 'Documentary', 'Drama']"
UFC 97: Redemption,2009-04-18,2009,4900000,['Action']
Chromophobia,2005-01-01,2005,0,['Drama']
The Ballad of Jack and Rose,2005-03-25,2005,712294,['Drama']
Y2K,1999-07-01,1999,0,"['Action', 'Thriller']"
Wild Things: Diamonds in the Rough,2005-02-19,2005,0,"['Crime', 'Drama', 'Mystery']"
Satisfaction,1988-02-12,1988,8,"['Music', 'Comedy']"
The Object of My Affection,1998-04-17,1998,46905889,"['Comedy', 'Drama', 'Romance']"
Crossroads,2002-02-15,2002,61141030,"['Action', 'Adventure', 'Comedy', 'Drama', 'Family', 'Music', 'Romance']"
The Glass Key,1942-10-14,1942,0,"['Crime', 'Drama', 'Thriller']"
Homegrown,1998-01-01,1998,271375,"['Drama', 'Action', 'Comedy', 'Thriller', 'Crime']"
12 Rounds,2009-03-19,2009,17280326,"['Action', 'Adventure', 'Drama', 'Thriller']"
Omega Doom,1996-01-01,1996,0,['Science Fiction']
The Woman in the Window,1944-11-03,1944,0,"['Drama', 'Thriller']"
What We Do Is Secret,2008-08-08,2008,0,['Drama']
The 8th Plague,2006-09-04,2006,0,"['Action', 'Horror']"
The Attic Expeditions,2001-03-30,2001,0,"['Mystery', 'Horror', 'Thriller', 'Comedy']"
Blood Car,2007-08-09,2007,0,"['Comedy', 'Horror']"
Exit Speed,2008-08-26,2008,0,"['Action', 'Thriller']"
Two Weeks,2006-01-01,2006,0,"['Comedy', 'Drama']"
Nanking,2007-02-10,2007,0,"['Documentary', 'Drama', 'History']"
Eye for an Eye,1996-01-12,1996,0,"['Drama', 'Thriller']"
Advise & Consent,1962-06-06,1962,0,['Drama']
Supercross,2005-08-16,2005,3102550,"['Action', 'Adventure', 'Drama', 'Romance']"
The Emperor's Club,2002-11-22,2002,0,"['Drama', 'Romance']"
Gross Anatomy,1989-10-20,1989,0,"['Comedy', 'Drama', 'Romance']"
The Cell Phone Revolution,2006-12-25,2006,0,"['Documentary', 'History', 'TV Movie']"
The Mating Habits of the Earthbound Human,1999-09-03,1999,0,"['Comedy', 'Romance', 'Science Fiction']"
Helter Skelter,1976-04-01,1976,0,"['Crime', 'Drama', 'Thriller']"
Why Did I Get Married?,2007-10-12,2007,55184721,"['Comedy', 'Drama']"
Blow Dry,2001-03-01,2001,637769,"['Comedy', 'Drama']"
Paradise Lost: The Child Murders at Robin Hood Hills,1996-12-03,1996,0,['Documentary']
Enter the Ninja,1981-07-17,1981,0,"['Crime', 'Action', 'Drama']"
Houseguest,1995-01-06,1995,26325256,"['Comedy', 'Family']"
Paradise Lost 2: Revelations,2000-07-28,2000,0,['Documentary']
Madhouse,2004-07-30,2004,0,"['Horror', 'Thriller']"
National Geographic: Journey to the Edge of the Universe,2008-12-06,2008,0,['Documentary']
Rx (Simple Lies),2005-04-21,2005,0,"['Action', 'Crime', 'Drama', 'Thriller']"
Slaughter,2009-01-09,2009,0,"['Thriller', 'Horror']"
The Tenth Circle,2008-06-28,2008,0,"['TV Movie', 'Drama', 'Mystery', 'Thriller']"
The Third Nail,2008-02-08,2008,0,"['Crime', 'Drama']"
Mulberry Street,2006-05-23,2006,0,['Horror']
Beyond The Ring,2008-01-08,2008,0,"['Action', 'Thriller']"
The Pick-up Artist,1987-09-18,1987,13290368,"['Romance', 'Comedy', 'Crime', 'Drama']"
A Murder of Crows,1999-07-06,1999,0,"['Action', 'Crime', 'Thriller']"
The Black Stallion,1979-10-17,1979,37799643,"['Adventure', 'Family']"
American Pastime,2007-05-14,2007,0,['Drama']
The Fall of the Roman Empire,1964-03-24,1964,4750000,"['Drama', 'History', 'War']"
Mad Monster Party?,1967-03-08,1967,0,"['Action', 'Comedy', 'Family', 'Horror', 'Animation']"
Billy and Mandy's Big Boogey Adventure,2007-02-14,2007,0,"['Adventure', 'Comedy', 'Animation', 'TV Movie']"
Ice Spiders,2007-01-01,2007,0,"['Horror', 'Science Fiction', 'Thriller']"
Pistol Whipped,2008-03-04,2008,0,"['Action', 'Thriller', 'Crime', 'Drama']"
Urban Justice,2007-01-01,2007,0,"['Crime', 'Action', 'Thriller']"
Wrestlemaniac,2006-01-01,2006,0,['Horror']
The TV Set,2006-04-28,2006,265198,['Comedy']
The Soloist,2009-04-24,2009,31720158,['Drama']
The Other End of the Line,2008-10-29,2008,0,"['Comedy', 'Romance']"
Obsessed,2009-04-24,2009,73830340,"['Drama', 'Thriller']"
Fighting,2009-04-24,2009,32474120,"['Action', 'Adventure', 'Crime', 'Drama', 'Thriller']"
Rolling,2007-01-01,2007,0,['Drama']
Last Holiday,2006-01-13,2006,38399961,"['Adventure', 'Comedy', 'Drama']"
They Died with Their Boots On,1941-11-01,1941,0,"['Drama', 'Romance', 'War', 'Western']"
Revenge of the Ninja,1983-09-07,1983,13168027,"['Action', 'Crime', 'Drama', 'Thriller']"
Miami Rhapsody,1995-01-27,1995,5,"['Comedy', 'Romance']"
How to Deal,2003-07-18,2003,0,"['Drama', 'Comedy', 'Romance']"
El Norte,1983-10-11,1983,0,"['Thriller', 'Adventure', 'Drama']"
The Informers,2008-11-05,2008,382174,['Drama']
...And Justice for All,1979-10-19,1979,33300000,"['Crime', 'Drama', 'Mystery', 'Thriller']"
Green Lantern: First Flight,2009-07-28,2009,0,"['Action', 'Animation', 'Science Fiction']"
Jeffrey,1995-08-18,1995,0,"['Comedy', 'Drama', 'Romance']"
Pennies from Heaven,1981-12-11,1981,9171289,"['Drama', 'Music', 'Romance']"
Hellraiser: Deader,2005-06-07,2005,0,"['Horror', 'Mystery', 'Thriller']"
Breakin' 2: Electric Boogaloo,1984-12-21,1984,0,"['Drama', 'Music']"
Youngblood,1986-01-31,1986,0,"['Drama', 'Romance']"
Death Warrant,1990-09-14,1990,16853487,"['Action', 'Crime', 'Drama', 'Mystery', 'Thriller']"
The Cradle,2007-07-31,2007,0,"['Horror', 'Thriller']"
Unlawful Entry,1992-06-26,1992,57138719,"['Crime', 'Thriller']"
Urban Cowboy,1980-06-06,1980,0,"['Drama', 'Romance']"
UFC 2: No Way Out,1994-03-11,1994,0,['Action']
True Grit,1969-06-11,1969,14250000,['Western']
S. Darko,2009-04-28,2009,4100000,"['Thriller', 'Crime', 'Science Fiction', 'Mystery']"
Battle Planet,2008-11-02,2008,0,"['Action', 'Science Fiction']"
The Devil's Tomb,2009-05-26,2009,0,"['Action', 'Horror', 'Thriller', 'Science Fiction']"
The Adventures of Tintin,2011-10-25,2011,371940071,"['Adventure', 'Animation', 'Mystery']"
Blue Hill Avenue,2001-01-01,2001,0,"['Crime', 'Drama']"
Surviving the Game,1994-04-15,1994,7690013,"['Action', 'Adventure', 'Thriller', 'Crime']"
Mrs Brown,1997-07-18,1997,0,"['Drama', 'History', 'Romance']"
Deathtrap,1982-03-19,1982,0,"['Comedy', 'Crime', 'Drama', 'Mystery', 'Romance', 'Thriller']"
Laid to Rest,2009-04-02,2009,0,"['Thriller', 'Horror']"
City Rats,2009-01-01,2009,0,['Drama']
I Am a Sex Addict,2005-10-14,2005,0,"['Comedy', 'Romance']"
Baby Einstein: Meet The Orchestra - First Instruments,2006-03-07,2006,0,['Family']
Untamed,1955-03-01,1955,0,"['Action', 'Adventure', 'Drama']"
It's Always Fair Weather,1955-02-09,1955,0,"['Music', 'Romance']"
National Velvet,1944-12-21,1944,0,"['Drama', 'Family']"
The Leopard Son,1996-09-27,1996,0,['Documentary']
Barney's Great Adventure,1998-01-01,1998,0,['Family']
Leave Her to Heaven,1945-12-19,1945,0,"['Drama', 'Romance', 'Thriller']"
Poster Boy,2004-05-08,2004,0,"['Comedy', 'Drama', 'Romance']"
Ben Harper: Pleasure and Pain,2002-11-14,2002,0,['Documentary']
Fleetwood Mac: The Dance,1997-08-12,1997,0,['Music']
John Fogerty: The Long Road Home in Concert,2005-10-13,2005,0,['Music']
Neil Diamond: Greatest Hits Live,1988-06-30,1988,0,['Documentary']
Roy Orbison: Black & White Night,1988-11-11,1988,0,"['Music', 'Documentary']"
The Five Pennies,1959-01-01,1959,0,"['Drama', 'Music']"
The Girlfriend Experience,2009-01-20,2009,1007962,"['Comedy', 'Drama']"
Scooby-Doo! and the Witch's Ghost,1999-11-05,1999,0,"['Animation', 'Comedy', 'Mystery', 'Family', 'Fantasy']"
CIA - America's Secret Warriors,1997-01-01,1997,0,['Documentary']
The Public Enemy,1931-04-23,1931,0,"['Drama', 'Action', 'Crime']"
The Gauntlet,1977-12-21,1977,26414658,"['Drama', 'Action', 'Crime', 'Thriller']"
4 for Texas,1963-12-25,1963,0,"['Comedy', 'Western']"
Jaws 3-D,1983-03-16,1983,87987055,"['Thriller', 'Horror']"
Robin and the 7 Hoods,1964-06-24,1964,0,"['Music', 'Comedy', 'Crime']"
Coral Reef Adventure,2003-02-14,2003,0,['Documentary']
Deep Sea 3D,2006-03-03,2006,0,['Documentary']
IMAX: Galapagos 3D,1999-10-27,1999,16946586,['Documentary']
Ring of Fire,1991-01-19,1991,0,['Documentary']
The Living Sea,1995-02-01,1995,87600000,['Documentary']
Tropical Rainforest,1992-02-01,1992,0,['Documentary']
Brokedown Palace,1999-08-13,1999,13000000,"['Drama', 'Thriller']"
Corky Romano,2001-10-12,2001,23978402,"['Action', 'Comedy', 'Crime']"
Dudley Do-Right,1999-08-27,1999,0,"['Comedy', 'Family', 'Romance']"
Hey Arnold! The Movie,2002-06-28,2002,0,"['Animation', 'Family']"
The Adventures of Rocky & Bullwinkle,2000-06-30,2000,35134820,"['Action', 'Adventure', 'Animation', 'Comedy', 'Family']"
Lisa Lampanelli: Dirty Girl,2007-01-28,2007,0,['Comedy']
Wieners,2008-06-03,2008,0,['Comedy']
The Glenn Miller Story,1954-01-08,1954,0,"['History', 'Drama', 'Music']"
The Fluffer,2001-02-11,2001,0,"['Comedy', 'Drama']"
Thirteen Conversations About One Thing,2001-09-02,2001,0,['Drama']
Where the Day Takes You,1992-09-11,1992,0,['Drama']
The Condor,2007-03-21,2007,0,"['Action', 'Adventure', 'Animation', 'Fantasy']"
Powder Blue,2009-05-08,2009,0,['Drama']
The Bedford Incident,1965-10-11,1965,0,"['Action', 'Drama', 'Thriller', 'War']"
Camp Nowhere,1994-08-26,1994,0,"['Comedy', 'Drama', 'Family']"
The High and the Mighty,1954-07-03,1954,0,"['Action', 'Adventure', 'Drama', 'Thriller']"
A Funny Thing Happened on the Way to the Forum,1966-10-16,1966,0,"['Comedy', 'Music']"
Trial and Error,1997-05-30,1997,0,"['Comedy', 'Romance']"
Derailed,2002-05-19,2002,0,"['Action', 'Thriller']"
We Are the Strange,2007-01-01,2007,0,"['Fantasy', 'Animation', 'Drama', 'Horror', 'Science Fiction']"
Zone Troopers,1985-10-01,1985,0,"['Action', 'Adventure', 'Science Fiction', 'War']"
Omen IV: The Awakening,1991-07-19,1991,0,"['TV Movie', 'Fantasy', 'Horror', 'Mystery']"
My Fellow Americans,1996-12-20,1996,0,"['Comedy', 'Adventure']"
Freaked,1993-09-11,1993,29296,['Comedy']
The Letter,1940-11-22,1940,0,"['Crime', 'Drama', 'Romance']"
12:01,1993-07-05,1993,0,"['Science Fiction', 'Thriller']"
The Paleface,1948-12-24,1948,0,"['Comedy', 'Western']"
Alien Tracker,2003-01-01,2003,0,"['Action', 'Drama', 'Science Fiction', 'Thriller']"
Forever Lulu,2000-01-01,2000,0,"['Drama', 'Comedy', 'Romance']"
El cártel,2009-05-12,2009,0,"['Drama', 'Thriller']"
Alex & Emma,2003-06-16,2003,15368897,"['Comedy', 'Romance']"
Assault on Precinct 13,1976-11-05,1976,0,"['Thriller', 'Action', 'Crime']"
San Antonio,1945-11-29,1945,0,"['Action', 'Comedy', 'Drama', 'Romance', 'Western']"
Her Alibi,1989-02-03,1989,0,"['Comedy', 'Crime', 'Mystery', 'Romance']"
Show Boat,1951-07-13,1951,11000000,"['Music', 'Romance']"
Crossworlds,1996-10-30,1996,0,"['Action', 'Science Fiction', 'Comedy']"
Private Resort,1985-05-03,1985,331816,['Comedy']
A Song Is Born,1948-10-19,1948,0,"['Action', 'Comedy', 'Music']"
A Tale of Two Cities,1935-12-25,1935,0,"['Action', 'Drama']"
Kull the Conqueror,1997-08-29,1997,0,"['Adventure', 'Fantasy', 'Action', 'Science Fiction']"
A Simple Wish,1997-07-11,1997,8345056,"['Adventure', 'Comedy', 'Family', 'Fantasy']"
Virginia City,1940-03-23,1940,0,"['Action', 'Western']"
U2: Vertigo 2005 - Live from Chicago,2005-11-14,2005,0,['Music']
Chris Rock: Bigger & Blacker,1999-07-10,1999,0,['Comedy']
Chris Rock: Never Scared,2004-04-17,2004,0,['Comedy']
